Mat ID,Unit Price,Manuf name,Organization,Inventory Quantity,Inventory CapEx,Open Quantity,Open Quantity Value,Backorder Quantity,Median Leadtime,Predicted Capex,Inventory Exhaust Date,Safety Stock,Stock Level Flag,Reorder Point,Quantity to order,Reorder Date,Recommendation
GM22127144,104.0,AUTO-SPEED PARTS,"Britain Chevrolet, Inc.",31,3693.68,0,0.0,0,54,104.0,21-09-2025,8,Optimal,30,1,07-09-2024,
GM22278454,140.0,AMPRO,"Argonaut Holdings, Inc.",830,116307.9,0,0.0,0,1,40740.0,02-10-2025,42,Overstock,42,291,22-09-2024,
GM21856623,73.19,Delphi-TVS Diesel Systems Limited,STANLEY,50,4053.2,90,6587.1,0,103,2634.84,06-10-2025,40,Understock,158,36,01-09-2024,Place PO
GM21945117,405.0,BERAL,Chevrolet Europe GmbH,5,2106.35,0,0.0,0,44,0.0,06-10-2025,3,Optimal,3,0,,
GM22230333,370.0,India Nippon Electricals Limited,Buttonpaper Limited,122,49430.42,23,8510.0,0,105,0.0,07-10-2025,10,Overstock,25,0,,
GM22189750,364.77,"NINGBO JIFENG AUTO PARTS CO.,LTD.",Buttonpaper Limited,111,44033.52,0,0.0,0,11,20791.89,13-10-2025,15,Overstock,26,57,24-10-2024,
GM21895628,33.39,WULING MOTORS HLDGS LTD,Autohaus G.V.O. GmbH,137,4990.83,0,0.0,0,75,100.17,17-10-2025,46,Optimal,126,3,11-10-2024,
GM22180889,222.3,Lucas-TVS Limited,Approach (UK) Limited,32,7743.36,0,0.0,0,81,4001.4,01-12-2025,9,Optimal,27,18,14-12-2024,
GM22250050,12.56,MITSUBA CORP,STANLEY,0,0.0,180,2260.8,0,34,389.36,10-12-2025,58,Optimal,61,31,17-12-2024,Pull PO to 09-01-2024 & Place PO
GM22147943,895.0,HYUNDAI ELECTRIC,Chevrolet Europe GmbH,28,25079.04,76,68020.0,0,99,15215.0,15-12-2025,20,Optimal,71,17,30-10-2024,
GM22202648,80.15,SW HITECH,Autohaus G.V.O. GmbH,62,5379.74,0,0.0,0,52,480.9,05-01-2026,16,Optimal,46,6,28-09-2024,
GM22213839,120.0,ASYSUM,Buttonpaper Limited,34,4457.4,24,2880.0,0,45,1200.0,14-01-2026,10,Optimal,52,10,08-09-2024,Pull PO to 10-03-2024 & Place PO
GM22247454,10.32,MITSUBA CORP,STANLEY,24,277.44,425,4386.0,0,23,526.32,01-02-2026,74,Overstock,205,51,23-10-2024,Pull PO to 09-01-2024
GM21892335,15.69,AMC Filter,"Britain Chevrolet, Inc.",275,4707.61,190,2981.1,0,54,235.35,24-04-2026,129,Optimal,456,15,05-09-2024,
GM22035340,7313.8,HERTH+BUSS JAKOPARTS,Autohaus G.V.O. GmbH,3,23990.22,3,21941.4,0,63,0.0,24-04-2026,1,Overstock,1,0,,
GM22281091,9500.0,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD",Boco Trust,26,247293.8,9,85500.0,0,83,0.0,09-05-2026,10,Overstock,17,0,,Push PO to 11-23-2024
GM22250045,11.56,MITSUBA CORP,STANLEY,80,1020.8,140,1618.4,0,33,1028.84,02-08-2026,42,Overstock,62,89,07-12-2024,Push PO to 10-04-2024
GM22281194,2826.5,ASYSUM,Buttonpaper Limited,22,62211.26,18,50877.0,0,42,5653.0,02-08-2026,13,Optimal,38,2,18-09-2024,
GM22246305,6.15,Delphi-TVS Diesel Systems Limited,STANLEY,95,609.9,0,0.0,0,59,6.15,13-12-2026,76,Understock,95,1,02-09-2024,
GM22213712,210.0,ASYSUM,Buttonpaper Limited,37,8290.26,0,0.0,0,44,1050.0,25-01-2027,10,Optimal,26,5,28-10-2024,
GM21897833,4200.0,BERAL,Chevrolet Europe GmbH,0,0.0,0,0.0,0,48,4200.0,09-04-2027,1,Understock,1,1,01-09-2024,Place PO
GM22171199,9.55,SW HITECH,STANLEY,457,5341.28,0,0.0,0,37,620.75,23-04-2027,62,Overstock,135,65,31-12-2024,
GM22165943,721.0,India Nippon Electricals Limited,Buttonpaper Limited,281,219949.94,21,15141.0,0,74,136990.0,29-05-2027,64,Understock,464,190,01-09-2024,Place PO
GM22209486,113.0,India Nippon Electricals Limited,Buttonpaper Limited,13,1760.2,19,2147.0,0,73,791.0,23-07-2027,12,Understock,39,7,01-09-2024,Pull PO to 09-04-2024 & Place PO
GM22295648,4972.34,MAXTRAC,Buttonpaper Limited,71,355187.08,50,248617.0,0,60,193921.26,06-09-2027,14,Overstock,53,39,07-12-2024,Push PO to 10-31-2024
GM22070272,65.0,ASYSUM,Buttonpaper Limited,421,28300.18,150,9750.0,0,57,1105.0,19-09-2027,49,Overstock,276,17,02-12-2024,Push PO to 10-28-2024
GM22230265,893.0,India Nippon Electricals Limited,Buttonpaper Limited,263,255727.07,122,108946.0,0,158,189316.0,24-03-2028,70,Understock,521,212,01-09-2024,Expedite PO & Place PO
GM22250753,11.88,MITSUBA CORP,STANLEY,45,406.35,215,2554.2,0,54,368.28,21-08-2028,64,Overstock,119,31,22-01-2025,Push PO to 10-25-2024
GM22070270,52.0,ASYSUM,Buttonpaper Limited,415,23063.75,248,12896.0,0,34,1976.0,26-04-2030,53,Overstock,242,38,21-11-2024,Push PO to 10-05-2024
GM22154608,55.5,ASYSUM,Buttonpaper Limited,167,10416.98,0,0.0,0,51,555.0,02-11-2031,24,Overstock,62,10,22-01-2025,
GM21959647,17.75,HYUNDAI ELECTRIC,Chevrolet Europe GmbH,131,2580.7,98,1739.5,0,71,0.0,30-12-2032,21,Overstock,63,0,,Push PO to 11-11-2024
GM22021163,15.13,HERTH+BUSS JAKOPARTS,Autohaus G.V.O. GmbH,177,3145.81,40,605.2,0,100,3600.94,05-11-2046,92,Understock,399,238,01-09-2024,Expedite PO & Place PO
GM22209500,80.0,India Nippon Electricals Limited,Buttonpaper Limited,24,2172.72,36,2880.0,0,89,1200.0,17-11-2101,16,Understock,74,15,01-09-2024,Place PO
GM22280588,11.56,MITSUBA CORP,STANLEY,0,0.0,0,0.0,0,0,0.0,,0,Optimal,0,0,,
GM32159300,25980.75,ZHEJIANG WANFENG,Chevrolet Europe GmbH,6067,2663997.48,942,3387426.76,199,186,136238.99,07-09-2027,206,Overstock,904,595,16-11-2025,Push PO to 11-17-2024
GM32159301,11189.26,ZHEJIANG WANFENG,Boco Trust,4938,79082.88,7722,748233.28,405,176,688893.36,28-12-2025,460,Overstock,1229,623,03-07-2024,Push PO to 12-03-2024
GM32159302,23845.62,"NINGBO JIFENG AUTO PARTS CO.,LTD.","Britain Chevrolet, Inc.",4422,203440.0,9207,3484019.42,277,163,119803.88,10-04-2030,363,Understock,371,1122,27-09-2024,Push PO to 10-28-2024
GM32159303,18632.01,BREMBO,Chevrolet Austria GmbH,1795,3190166.19,5633,6085045.61,225,226,119791.2,31-05-2025,487,Optimal,2230,336,03-09-2025,Push PO to 10-31-2024
GM32159304,13403.65,MITSUBA CORP,Boco Trust,3409,2398102.02,6276,2505158.12,146,269,34415.15,29-07-2024,209,Optimal,2312,323,15-08-2024,Push PO to 09-30-2024
GM32159305,18768.27,BBR Automotive,Chevrolet Austria GmbH,2750,1150133.54,3754,5909139.78,152,300,166710.45,10-04-2025,408,Understock,1860,750,03-09-2025,Push PO to 01-03-2025
GM32159306,9298.95,MTS,Chevrolet France,2129,1515396.75,1870,3981615.2,70,258,354508.41,31-05-2025,149,Overstock,758,1138,03-09-2025,Push PO to 10-01-2024
GM32159307,14083.84,SW HITECH,Buttonpaper Limited,4991,3107026.72,2463,1671278.3,312,304,715887.93,02-06-2027,54,Optimal,318,213,04-06-2025,Pull PO to 09-04-2024 & Place PO
GM32159308,26275.25,MITSUBA CORP,Baker (Crewe) Limited,2850,75430.64,2456,3928643.6,30,310,196714.45,27-05-2032,427,Overstock,1505,489,30-06-2024,Push PO to 10-02-2024
GM32159309,24971.15,HYUNDAI ELECTRIC,Garrett,1325,2455799.8,5043,66010.07,318,299,253383.81,05-03-2025,232,Understock,741,1133,07-04-2025,Expedite PO & Pull PO
GM32159310,21183.09,WULING MOTORS HLDGS LTD,Chevrolet Europe GmbH,5405,1493993.1,7506,6863823.84,321,97,363734.45,28-10-2027,697,Overstock,900,1269,25-03-2024,Push PO to 12-01-2024
GM32159311,21485.62,SW HITECH,Chevrolet Austria GmbH,4158,1817579.2,790,4396976.51,355,274,365199.47,07-09-2027,456,Overstock,1253,217,16-11-2025,Push PO to 09-25-2024
GM32159312,5984.73,SW HITECH,Buttonpaper Limited,4406,471784.82,3117,5660016.67,70,39,148505.87,15-01-2031,622,Overstock,1893,395,20-11-2025,Push PO to 11-15-2024
GM32159313,2944.92,BERAL,Autohaus G.V.O. GmbH,2410,1701279.62,469,1613799.65,380,298,157965.88,28-08-2026,222,Understock,483,1085,07-03-2024,Push PO to 12-20-2024
GM32159314,2485.15,SW HITECH,Baker (Crewe) Limited,1363,369097.7,2648,3291246.58,178,69,446769.22,22-02-2028,503,Understock,1951,785,12-07-2024,Push PO to 12-20-2024
GM32159315,12053.93,Firestone TVS Private Limited,Approach (UK) Limited,4190,1916479.51,4845,3495095.01,17,41,427803.87,24-10-2028,445,Optimal,956,1191,23-07-2025,Pull PO to 09-09-2024 & Place PO
GM32159316,3750.45,MITSUBA CORP,"Argonaut Holdings, Inc.",1353,379432.09,6310,6910410.58,2,147,337496.09,15-05-2031,445,Optimal,746,290,05-01-2025,Push PO to 10-31-2024
GM32159317,834.91,India Nippon Electricals Limited,"Argonaut Holdings, Inc.",1137,2340030.45,9824,7064204.53,64,80,571137.89,09-02-2024,712,Optimal,2312,278,30-01-2025,Push PO to 10-27-2024
GM32159318,7541.39,Lucas-TVS Limited,Baker (Crewe) Limited,4922,233706.57,9583,4623615.6,47,164,99012.53,26-03-2025,572,Understock,2194,825,03-10-2025,Push PO to 11-15-2024
GM32159319,22784.35,ZHEJIANG WANFENG,Baker (Crewe) Limited,147,115881.44,3534,3253720.44,213,201,23417.19,14-11-2031,498,Understock,1806,1348,26-04-2024,Push PO to 10-12-2024
GM32159320,3560.74,AUTO-SPEED PARTS,"Britain Chevrolet, Inc.",5428,2043905.76,9421,3842545.86,16,239,367477.51,19-03-2026,665,Optimal,467,950,22-03-2024,Push PO to 10-04-2024
GM32159321,4929.63,BREMBO,STANLEY,5115,2093745.56,2773,2540881.51,122,112,199468.29,23-11-2028,575,Overstock,412,1313,24-04-2024,Push PO to 10-31-2024
GM32159322,26499.02,MEHA AUTOMOTIVE,Chevrolet Europe GmbH,1719,531866.54,9164,972573.64,73,236,551413.04,14-12-2026,166,Optimal,1623,83,01-02-2025,Push PO to 11-02-2024
GM32159323,13537.31,MICHELIN Wipers,Chevrolet Austria GmbH,6019,972844.29,960,7550208.43,369,101,131454.16,03-09-2025,607,Understock,429,273,23-01-2024,Push PO to 10-31-2024
GM32159324,7494.24,BBR Automotive,Buttonpaper Limited,4241,1836315.01,9201,65747.52,107,156,365757.43,27-05-2032,216,Understock,1911,293,30-06-2024,Push PO to 10-12-2024
GM32159325,19494.6,BorgWarner (AWD),Chevrolet France,2719,1607790.15,8402,273665.88,330,198,70655.85,30-11-2031,567,Overstock,367,624,28-01-2024,Push PO to 10-05-2024
GM32159326,18471.0,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD",Garrett,4782,468946.18,7541,6192325.78,84,229,694727.01,14-12-2026,491,Optimal,890,1082,01-02-2025,Push PO to 09-29-2024
GM32159327,17205.23,Lucas-TVS Limited,Chevrolet Austria GmbH,3997,2235979.47,1356,2970517.5,196,95,702531.1,20-12-2025,106,Optimal,651,475,05-09-2024,
GM32159328,19001.18,ZHEJIANG WANFENG,Chevrolet Austria GmbH,2820,1997213.29,10272,2127833.6,67,259,634794.52,07-06-2025,473,Optimal,1420,542,08-08-2024,Push PO to 10-30-2024
GM32159329,11773.93,ZHEJIANG WANFENG,"Britain Chevrolet, Inc.",9970,1131473.15,5307,4232205.16,53,191,200919.75,04-06-2024,719,Overstock,2032,1490,10-02-2025,Expedite PO & Pull PO
GM32159330,22880.81,Firestone TVS Private Limited,"Argonaut Holdings, Inc.",4012,2123119.6,7181,2471356.07,285,252,695393.77,08-03-2031,394,Understock,209,852,22-09-2024,Push PO to 10-02-2024
GM32159331,25028.91,BREDA LORETT,Chevrolet Austria GmbH,5437,2100040.45,8498,6375511.41,135,336,56077.01,06-09-2025,469,Optimal,826,554,18-12-2025,Push PO to 11-02-2024
GM32159332,24415.42,Lucas-TVS Limited,Chevrolet Austria GmbH,2188,1619097.52,198,1748176.1,23,71,194925.63,06-04-2032,275,Optimal,423,683,14-01-2025,Push PO to 10-12-2024
GM32159333,26124.46,MTS,"Britain Chevrolet, Inc.",4866,1161376.92,5569,1771584.42,104,125,700647.47,03-09-2025,141,Optimal,525,336,23-01-2024,Push PO to 11-15-2024
GM32159334,18178.53,WULING MOTORS HLDGS LTD,Autohaus G.V.O. GmbH,2607,696313.68,4715,2956209.33,139,153,489795.57,07-02-2026,240,Understock,649,143,12-05-2024,Pull PO to 10-03-2024 & Place PO
GM32159335,11400.15,SW HITECH,Baker (Crewe) Limited,2477,3261238.32,1105,4708611.71,24,54,385255.36,20-06-2029,366,Overstock,2015,813,16-02-2024,Push PO to 01-03-2025
GM32159336,6709.5,WULING MOTORS HLDGS LTD,Chevrolet France,7045,1294202.31,5685,1352246.83,348,136,385201.24,17-02-2029,442,Optimal,2956,583,17-12-2024,Push PO to 01-03-2025
GM32159337,17688.79,TOPRE CORPORATION,Chevrolet France,2248,3494490.63,7074,3783300.56,170,170,280605.0,25-04-2031,679,Optimal,1936,1462,14-10-2025,Push PO to 10-01-2024
GM32159338,24685.31,F-TECH INC,Approach (UK) Limited,3959,2997337.75,3132,2489793.93,380,262,659378.78,20-04-2029,475,Optimal,993,391,15-08-2024,Push PO to 09-26-2024
GM32159339,7691.49,ASYSUM,Chevrolet France,6514,585222.52,9744,1119332.61,410,243,25377.23,03-04-2032,982,Overstock,1310,654,22-06-2024,Push PO to 11-02-2024
GM32159340,8030.68,HYUNDAI ELECTRIC,"Athens Chevrolet, Inc.",703,1133431.03,7001,16900.68,177,182,613522.17,23-09-2030,191,Optimal,388,922,04-01-2025,Push PO to 10-26-2024
GM32159341,25346.44,HYUNDAI ELECTRIC,"Britain Chevrolet, Inc.",1501,2818315.93,9502,36015.52,119,170,146726.54,17-11-2025,93,Understock,96,1189,13-03-2025,Push PO to 10-28-2024
GM32159342,20201.2,Firestone TVS Private Limited,STANLEY,2058,481666.66,2568,1593796.94,218,40,419512.44,21-10-2028,86,Optimal,1587,1317,31-10-2024,Pull PO to 09-20-2024
GM32159343,7761.53,MEHA AUTOMOTIVE,Chevrolet Austria GmbH,3571,664246.63,1296,4547778.19,199,100,6382.29,20-05-2024,338,Optimal,2150,716,26-03-2024,Push PO to 09-29-2024
GM32159344,15306.88,BBR Automotive,Autohaus G.V.O. GmbH,4364,1888814.21,5095,4201951.84,390,51,466261.58,25-06-2030,707,Understock,1466,1213,05-03-2024,Pull PO to 09-10-2024
GM32159345,12734.48,ALKAR,Chevrolet Europe GmbH,142,3074913.94,6088,4794598.13,381,250,166898.65,28-04-2024,96,Understock,1371,1060,07-08-2024,Push PO to 10-30-2024
GM32159346,25145.51,HERTH+BUSS JAKOPARTS,Buttonpaper Limited,3491,477685.01,8450,2204441.83,64,216,441648.14,21-02-2031,571,Understock,1731,117,11-08-2024,Pull PO to 09-30-2024 & Place PO
GM32159347,22100.3,AMC Filter,Chevrolet Europe GmbH,5092,1277823.98,8629,4872349.67,232,297,39618.1,17-02-2024,255,Optimal,558,654,02-10-2025,Push PO to 10-20-2024
GM32159348,11216.77,"NINGBO JIFENG AUTO PARTS CO.,LTD.","Athens Chevrolet, Inc.",2449,2036935.96,9124,199885.6,5,164,19663.75,20-09-2032,555,Understock,1875,1413,27-11-2025,Push PO to 11-08-2024
GM32159349,21518.26,AMPRO,Buttonpaper Limited,13,190251.54,8419,660150.46,386,119,524672.28,18-03-2027,149,Optimal,1256,74,16-05-2024,Pull PO to 10-03-2024 & Place PO
GM32159350,6256.07,Delphi-TVS Diesel Systems Limited,Chevrolet Austria GmbH,6033,2130350.72,9874,1060370.1,203,245,85957.27,30-01-2027,214,Understock,2073,96,22-06-2025,Push PO to 10-02-2024
GM32159351,5801.84,ZHEJIANG WANFENG,"Athens Chevrolet, Inc.",4179,1480864.05,4860,5051317.96,193,93,430156.38,21-10-2032,104,Understock,1068,860,08-07-2024,Push PO to 11-13-2024
GM32159352,6660.5,Firestone TVS Private Limited,Baker (Crewe) Limited,2280,369126.46,10352,3030102.24,61,212,76209.28,18-11-2024,475,Understock,420,849,29-12-2024,Pull PO to 10-03-2024 & Place PO
GM32159353,16001.09,MITSUBA CORP,Autohaus G.V.O. GmbH,703,1701586.49,8668,4663324.6,130,205,249958.78,08-03-2028,664,Understock,138,1390,30-05-2025,Push PO to 10-12-2024
GM32159354,11092.85,Delphi-TVS Diesel Systems Limited,Chevrolet France,3126,3365135.92,2769,4934.71,109,288,24232.79,21-01-2026,688,Overstock,2225,1690,15-03-2025,Expedite PO & Pull PO
GM32159355,5676.42,AMC Filter,Buttonpaper Limited,1918,3285344.61,9758,4063288.83,349,169,2329.28,26-08-2030,341,Overstock,1846,625,17-07-2025,Pull PO to 09-01-2024 & Place PO
GM32159356,19751.86,MITSUBA CORP,"Britain Chevrolet, Inc.",4222,1039027.84,1982,4503087.23,261,175,550088.06,31-08-2032,100,Overstock,833,290,02-09-2025,Push PO to 10-04-2024
GM32159357,22772.34,Lucas-TVS Limited,"Athens Chevrolet, Inc.",5722,2214454.46,3969,7699812.32,48,183,284176.36,15-07-2028,19,Understock,1966,722,09-02-2024,Push PO to 10-09-2024
GM32159358,10496.87,Firestone TVS Private Limited,Garrett,4521,3510517.36,5202,3685366.75,285,105,717825.86,23-08-2026,65,Overstock,1053,807,17-08-2024,Push PO to 12-20-2024
GM32159359,15394.38,Delphi-TVS Diesel Systems Limited,Buttonpaper Limited,1679,180247.56,7781,900799.02,155,33,683950.35,15-04-2024,84,Optimal,1155,1162,08-04-2025,Push PO to 11-11-2024
GM32159360,5218.61,ZHEJIANG WANFENG,STANLEY,4767,2223965.84,7121,7801023.47,304,142,298924.41,29-09-2025,433,Optimal,1017,667,18-12-2024,Push PO to 09-27-2024
GM32159361,7423.54,AMPRO,Buttonpaper Limited,4573,1156396.0,1057,2829042.44,144,119,143382.22,27-05-2032,125,Understock,2154,590,30-06-2024,Push PO to 11-15-2024
GM32159362,12032.55,BERAL,Autohaus G.V.O. GmbH,4854,1238987.59,6870,5553447.46,279,159,32291.68,17-09-2027,40,Understock,105,1399,30-03-2024,Push PO to 11-23-2024
GM32159363,23953.91,BREMBO,"Britain Chevrolet, Inc.",4901,1196308.36,4526,6496022.87,361,64,481730.75,02-07-2032,283,Optimal,655,1290,04-11-2025,Push PO to 09-30-2024
GM32159364,17988.39,WEIFU HIGH-TECH,Buttonpaper Limited,5760,1757941.6,12672,1889150.15,287,317,228695.11,23-03-2024,408,Overstock,1803,1328,19-01-2024,Push PO to 11-17-2024
GM32159365,3596.11,F-TECH INC,"Argonaut Holdings, Inc.",4302,844352.65,6260,3705536.06,503,56,509475.62,03-04-2032,530,Optimal,1855,1159,22-06-2024,Push PO to 10-13-2024
GM32159366,7840.92,Lucas-TVS Limited,Boco Trust,3914,1209489.95,9856,2831956.3,105,249,687286.72,28-08-2030,2,Overstock,645,961,20-01-2024,Pull PO to 09-18-2024 & Place PO
GM32159367,22906.78,SW HITECH,Boco Trust,4540,2918137.92,10188,4819495.17,45,179,58973.84,19-07-2024,244,Overstock,1731,364,18-02-2025,Pull PO to 09-18-2024 & Place PO
GM32159368,10395.74,AMC Filter,"Britain Chevrolet, Inc.",3965,120738.25,9439,107992.89,253,115,43348.14,09-02-2024,561,Optimal,1585,1245,01-11-2024,Push PO to 10-12-2024
GM32159369,20826.54,F-TECH INC,"Britain Chevrolet, Inc.",5438,1217574.43,4484,7637953.53,293,137,439409.68,23-09-2030,396,Overstock,1306,605,04-01-2025,Push PO to 10-05-2024
GM32159370,25357.06,BBR Automotive,Chevrolet Austria GmbH,2137,452335.47,2590,5609738.75,234,103,42367.09,21-08-2029,709,Overstock,658,1256,05-06-2024,Push PO to 11-23-2024
GM32159371,23188.23,AMPRO,STANLEY,5056,877599.29,4324,6095478.89,195,85,645625.71,22-03-2025,52,Understock,81,112,26-12-2024,Push PO to 10-13-2024
GM32159372,7433.54,"NINGBO JIFENG AUTO PARTS CO.,LTD.",Chevrolet Austria GmbH,4903,887595.99,5378,7304018.24,401,157,261449.35,22-02-2031,698,Overstock,206,877,27-06-2024,Push PO to 01-03-2025
GM32159373,12774.0,MEHA AUTOMOTIVE,Approach (UK) Limited,6135,45204.82,8830,3158400.86,112,93,399902.04,04-02-2028,421,Overstock,902,188,18-01-2025,
GM32159374,12430.81,BREMBO,Chevrolet France,4881,795440.53,1368,4565152.86,270,267,163421.73,26-11-2029,110,Optimal,920,1476,27-08-2024,Push PO to 10-11-2024
GM32159375,9332.32,MONROE,Chevrolet Austria GmbH,4428,1391808.77,9682,742834.68,206,158,563777.98,02-07-2032,519,Optimal,1941,358,04-11-2025,Pull PO to 09-04-2024 & Place PO
GM32159376,9917.41,India Nippon Electricals Limited,Approach (UK) Limited,4441,757839.43,7927,1729463.52,321,100,89820.89,14-12-2032,870,Understock,2692,390,14-03-2025,Push PO to 10-20-2024
GM32159377,16134.06,India Nippon Electricals Limited,Chevrolet Austria GmbH,146,3299825.41,6975,6959051.24,249,158,140235.6,23-08-2026,577,Overstock,1275,521,17-08-2024,Push PO to 10-27-2024
GM32159378,8543.4,HYUNDAI ELECTRIC,STANLEY,3152,3032971.37,6742,2945464.79,342,117,212298.46,02-06-2025,180,Overstock,2042,300,04-04-2025,Push PO to 09-30-2024
GM32159379,15733.85,"NINGBO JIFENG AUTO PARTS CO.,LTD.",Approach (UK) Limited,812,89785.02,3616,2579175.34,10,168,484340.77,02-06-2025,338,Understock,1167,531,04-04-2025,Pull PO to 09-20-2024
GM32159380,4772.27,HERTH+BUSS JAKOPARTS,Chevrolet Austria GmbH,381,1626701.22,2157,6242643.36,301,286,327182.19,22-07-2025,446,Overstock,182,1027,24-11-2024,Push PO to 09-30-2024
GM32159381,1126.11,HERTH+BUSS JAKOPARTS,"Britain Chevrolet, Inc.",1767,504614.82,1278,4363895.32,17,103,455125.31,13-06-2024,380,Understock,302,1229,12-03-2025,Expedite PO & Pull PO
GM32159382,10628.21,AUTO-SPEED PARTS,Garrett,3693,2808126.49,7228,6167132.29,299,134,373512.39,30-04-2026,68,Understock,324,945,25-04-2025,Push PO to 10-12-2024
GM32159383,403.2,METZGER,Buttonpaper Limited,113,59127.15,5260,120113.24,257,305,63942.57,10-04-2025,547,Overstock,1720,1426,03-09-2025,Push PO to 10-25-2024
GM32159384,22483.55,HERTH+BUSS JAKOPARTS,"Athens Chevrolet, Inc.",5722,1516015.93,5105,5783660.69,393,259,578689.1,08-11-2032,543,Overstock,1748,972,20-11-2024,Push PO to 09-29-2024
GM32159385,9611.92,MONROE,Baker (Crewe) Limited,6123,3013019.06,10244,7370270.27,349,258,334544.94,28-12-2025,237,Understock,377,777,03-07-2024,Push PO to 10-11-2024
GM32159386,16294.91,MONROE,Autohaus G.V.O. GmbH,2017,1014881.32,7126,2186565.53,65,105,651142.02,15-05-2031,56,Understock,1830,169,05-01-2025,Push PO to 11-17-2024
GM32159387,17469.64,ASYSUM,Baker (Crewe) Limited,2487,809283.45,5713,6677601.81,524,54,559121.65,03-04-2032,774,Understock,3124,856,22-06-2024,Push PO to 10-02-2024
GM32159388,13210.25,MTS,Approach (UK) Limited,6027,1442817.82,7672,77544.86,19,347,504045.54,25-11-2026,526,Understock,1012,160,21-04-2024,Push PO to 09-30-2024
GM32159389,6560.79,AMC Filter,Chevrolet France,4881,1297959.39,3422,6682784.18,364,120,412110.27,30-12-2024,651,Understock,1656,139,15-12-2025,Push PO to 10-05-2024
GM32159390,14818.79,HERTH+BUSS JAKOPARTS,Chevrolet Austria GmbH,211,2595553.16,10256,4204546.08,15,283,316168.12,28-08-2030,516,Understock,1723,805,20-01-2024,Push PO to 01-21-2025
GM32159391,13104.43,SW HITECH,Autohaus G.V.O. GmbH,1775,2348820.72,854,496754.95,299,273,79083.08,25-06-2024,767,Overstock,478,720,02-11-2024,Push PO to 09-29-2024
GM32159392,12315.29,MEHA AUTOMOTIVE,"Britain Chevrolet, Inc.",3698,2446537.0,5357,774902.95,293,255,70808.23,17-08-2026,542,Optimal,318,1237,07-08-2024,Push PO to 10-01-2024
GM32159393,5799.01,MAXTRAC,Chevrolet Austria GmbH,3422,3418320.53,525,7211988.79,67,105,645512.3,17-09-2032,95,Understock,206,215,18-06-2025,Push PO to 10-15-2024
GM32159394,17370.34,MAXTRAC,Baker (Crewe) Limited,1870,1623146.88,6628,2996473.18,174,101,395487.3,11-03-2025,410,Understock,2270,303,19-03-2025,Push PO to 10-05-2024
GM32159395,5017.35,Firestone TVS Private Limited,Chevrolet Austria GmbH,3634,2721204.2,7410,5210250.3,46,278,508937.14,22-01-2031,401,Optimal,1962,1127,28-02-2024,Push PO to 11-17-2024
GM32159396,21453.79,HYUNDAI ELECTRIC,"Britain Chevrolet, Inc.",4208,1356126.3,3531,6455632.58,197,213,293861.11,05-01-2032,313,Understock,268,996,17-10-2025,Push PO to 09-29-2024
GM32159397,1284.98,WULING MOTORS HLDGS LTD,Baker (Crewe) Limited,1786,2037545.27,10697,6672126.08,210,219,459555.04,25-11-2026,546,Optimal,622,408,21-04-2024,Pull PO to 10-02-2024 & Place PO
GM32159398,286.56,BREMBO,Garrett,1919,3274785.1,1189,711996.07,9,109,108627.47,25-05-2032,643,Optimal,1909,41,12-11-2024,Push PO to 11-08-2024
GM32159399,24848.97,MAXTRAC,Buttonpaper Limited,7023,3251484.83,7470,1957293.57,312,150,22378.16,04-06-2024,237,Overstock,1599,654,10-02-2025,Push PO to 10-11-2024
GM32159400,21244.3,BBR Automotive,Buttonpaper Limited,2092,923137.98,2546,6393810.09,341,267,5390.63,25-03-2028,242,Optimal,2141,588,12-12-2024,Push PO to 10-01-2024
GM32159401,10132.1,SW HITECH,Garrett,2830,2927435.6,5216,2354614.84,299,172,466378.39,28-05-2031,418,Optimal,739,547,01-07-2025,Pull PO to 09-20-2024
GM32159402,18874.81,HERTH+BUSS JAKOPARTS,"Argonaut Holdings, Inc.",4589,1519237.44,4932,5101354.31,52,176,16624.87,26-07-2029,307,Optimal,3403,1203,26-06-2024,Push PO to 10-15-2024
GM32159403,8096.63,F-TECH INC,Buttonpaper Limited,4446,1004846.09,11226,3152671.44,289,147,109631.03,23-03-2024,487,Understock,1564,12,19-01-2024,Push PO to 11-17-2024
GM32159404,15471.41,HYUNDAI ELECTRIC,Chevrolet Austria GmbH,3655,1116545.71,7338,6104369.18,286,169,190373.5,04-06-2031,472,Overstock,392,1053,10-02-2025,Push PO to 09-27-2024
GM32159405,19643.94,ASYSUM,Chevrolet France,1566,2917939.85,244,7646607.47,189,84,234811.71,15-04-2030,604,Understock,1282,555,01-01-2025,Pull PO to 09-30-2024 & Place PO
GM32159406,3038.32,ZHEJIANG WANFENG,Baker (Crewe) Limited,1882,2235593.49,6825,6356688.75,263,243,473044.41,30-01-2027,415,Optimal,2185,1103,22-06-2025,Pull PO to 09-20-2024
GM32159407,16567.56,BBR Automotive,Chevrolet France,4693,1178373.3,10400,4597123.34,402,99,18932.37,04-04-2032,524,Understock,1776,907,23-02-2025,Push PO to 11-13-2024
GM32159408,25536.91,ALKAR,Baker (Crewe) Limited,1892,412271.76,10681,1339819.79,51,271,690844.39,21-01-2026,696,Overstock,1338,606,15-03-2025,
